N_POINTS,LATITUDE,LONGITUDE,TIME,CYCLE_NUMBER,PLATFORM_NUMBER,PRES,TEMP,PSAL
276,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,544.0,12.758,35.722
277,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,546.04,12.704,35.715
278,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,548.0,12.627,35.708
279,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,550.0,12.552,35.699
280,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,552.0,12.488,35.69
281,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,553.96,12.459,35.686
282,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,555.96,12.42,35.682
283,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,557.96,12.353,35.678
284,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,559.96,12.327,35.671
285,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,561.96,12.323,35.67
286,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,563.92,12.322,35.67
287,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,565.96,12.317,35.669
288,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,567.96,12.316,35.668
289,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,569.96,12.314,35.668
290,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,572.0,12.3,35.666
291,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,574.0,12.25,35.663
292,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,576.0,12.134,35.649
293,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,578.04,12.086,35.641
294,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,580.0,12.048,35.637
295,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,582.04,11.991,35.631
296,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,584.0,11.958,35.626
297,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,586.04,11.947,35.625
298,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,588.08,11.918,35.622
299,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,590.0,11.891,35.618
300,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,591.96,11.872,35.616
301,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,594.0,11.847,35.612
302,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,596.0,11.787,35.607
303,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,598.0,11.741,35.601
304,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,600.0,11.703,35.596
305,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,602.0,11.705,35.595
306,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,603.96,11.704,35.595
307,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,605.88,11.678,35.595
308,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,607.96,11.606,35.585
309,22.82758,-43.70801,2026-01-09 22:51:08,187,1902300,610.08,11.546,35.58
